SR_VILLAGE,ROUND_NO,SCHEDULE_NO,SAMPLE,SECTOR,STATE_REGION,DISTRICT_CD,STRATUM_NO,SUB_STRAT_NO,SUB_ROUND_NO,SUB_SAMPLE_NO,FOD,HG_SB_NO,SSS_NO,SAMPLE_HH_NO,SR_NO_INFORMANT,RESPONSE_CODE,SURVEY_CD,REASON_CD,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
43589,71,252,2,2,271,21,58,3,1,1,0,1,2,1,2,1,1,,1,1,1,71,1009907
43589,71,252,2,2,271,21,58,3,1,1,0,1,2,2,2,1,1,,1,1,1,71,1009908
43589,71,252,2,2,271,21,58,3,1,1,0,1,3,1,2,1,1,,1,1,1,71,1009909
43589,71,252,2,2,271,21,58,3,1,1,0,2,1,1,3,1,1,,1,1,1,71,1009910
43589,71,252,2,2,271,21,58,3,1,1,0,2,2,1,2,1,1,,1,1,1,71,1009911
43589,71,252,2,2,271,21,58,3,1,1,0,2,2,2,1,1,1,,1,1,1,71,1009912
43589,71,252,2,2,271,21,58,3,1,1,0,2,3,1,1,1,2,2,1,1,1,71,1009913
43579,71,252,2,2,271,21,57,2,1,1,0,1,1,1,2,1,1,,1,1,1,71,1009914
43579,71,252,2,2,271,21,57,2,1,1,0,1,2,1,2,1,1,,1,1,1,71,1009915
43854,71,252,2,2,271,21,60,1,2,2,0,1,3,2,2,1,2,2,1,1,1,71,1009941
43577,71,252,2,2,271,21,57,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,1009942
34471,71,252,2,1,272,31,31,5,1,1,0,2,2,2,6,1,1,,1,1,1,71,1010573
34471,71,252,2,1,272,31,31,5,1,1,0,2,3,1,2,1,1,,1,1,1,71,1010574
43768,71,252,2,2,272,31,31,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,1010614
43768,71,252,2,2,272,31,31,1,2,2,,1,1,1,2,1,2,2,1,1,1,71,1010613
43768,71,252,2,2,272,31,31,1,2,2,0,1,2,2,1,1,1,,1,1,1,71,1010615
43768,71,252,2,2,272,31,31,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,1010616
34471,71,252,2,1,272,31,31,5,1,1,0,1,1,1,1,2,1,,1,1,1,71,1010617
34471,71,252,2,1,272,31,31,5,1,1,0,1,2,1,4,2,1,,1,1,1,71,1010618
34471,71,252,2,1,272,31,31,5,1,1,0,1,2,2,3,1,1,,1,1,1,71,1010619
34471,71,252,2,1,272,31,31,5,1,1,0,1,3,1,1,2,1,,1,1,1,71,1010620
34471,71,252,2,1,272,31,31,5,1,1,0,2,1,1,4,1,1,,1,1,1,71,1010621
34471,71,252,2,1,272,31,31,5,1,1,0,2,2,1,4,1,1,,1,1,1,71,1010622
34472,71,252,2,1,272,31,31,4,1,2,0,1,1,1,6,1,1,,1,1,1,71,1010761
34472,71,252,2,1,272,31,31,4,1,2,0,1,2,1,2,1,1,,1,1,1,71,1010762
34472,71,252,2,1,272,31,31,4,1,2,0,1,2,2,2,1,1,,1,1,1,71,1010763
34472,71,252,2,1,272,31,31,4,1,2,0,1,3,1,1,1,1,,1,1,1,71,1010764
43756,71,252,2,2,274,27,27,1,2,1,0,1,3,2,2,1,1,,1,1,1,71,971908
34577,71,252,2,1,271,24,24,4,2,2,0,1,2,1,2,1,1,,1,1,1,71,973871
34500,71,252,2,1,275,6,6,3,2,1,0,1,1,1,1,1,1,,1,1,1,71,1000983
34500,71,252,2,1,275,6,6,3,2,1,0,1,2,1,1,1,1,,1,1,1,71,1000984
34500,71,252,2,1,275,6,6,3,2,1,0,2,1,1,1,1,1,,1,1,1,71,1000987
34590,71,252,2,,,,,,,,0,2,2,1,1,1,1,,1,1,1,71,1005295
34590,71,252,2,,,,,,,,0,1,2,1,1,2,2,,1,1,1,71,1005296
34590,71,252,2,,,,,,,,0,1,3,1,1,1,1,,1,1,1,71,1005297
34590,71,252,2,,,,,,,,0,2,2,2,1,1,1,,1,1,1,71,1005298
43458,71,252,2,,,,,,,,0,1,1,2,2,1,1,,1,1,1,71,1005311
43458,71,252,2,,,,,,,,0,1,2,1,2,1,1,,1,1,1,71,1005312
43458,71,252,2,,,,,,,,0,1,2,3,1,1,1,,1,1,1,71,1005313
43458,71,252,2,,,,,,,,0,1,2,4,1,1,1,,1,1,1,71,1005314
43458,71,252,2,,,,,,,,0,1,3,2,1,1,1,,1,1,1,71,1005315
43458,71,252,2,,,,,,,,0,1,3,1,1,1,1,,1,1,1,71,1005316
43458,71,252,2,,,,,,,,0,1,2,2,2,1,1,,1,1,1,71,1005317
43712,71,252,2,,,,,,,,0,1,2,2,3,1,1,,1,1,1,71,1008736
43712,71,252,2,,,,,,,,0,1,2,4,2,1,1,,1,1,1,71,1008739
43712,71,252,2,,,,,,,,0,1,3,1,2,1,1,,1,1,1,71,1008740
43712,71,252,2,,,,,,,,0,1,3,2,1,1,1,,1,1,1,71,1008741
43453,71,252,2,,,,,,,,0,1,2,2,2,1,1,,1,1,1,71,1009158
43453,71,252,2,,,,,,,,0,1,2,3,2,1,1,,1,1,1,71,1009159
43453,71,252,2,,,,,,,,0,1,2,4,4,1,1,,1,1,1,71,1009160
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1009206
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,1009207
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,1009208
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,4,1,1,1,,1,1,1,71,1009209
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,5,1,1,1,,1,1,1,71,1009210
43800,71,252,2,2,276,13,47,1,2,1,0,1,2,6,2,1,1,,1,1,1,71,1009211
43800,71,252,2,2,276,13,47,1,2,1,0,1,3,1,2,1,1,,1,1,1,71,1009212
43800,71,252,2,2,276,13,47,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,1009213
34509,71,252,2,1,275,9,9,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,1009214
34509,71,252,2,1,275,9,9,1,2,2,0,1,1,2,3,1,1,,1,1,1,71,1009215
43456,71,252,2,,,,,,,,0,1,2,4,2,1,1,,1,1,1,71,1000684
34527,71,252,2,,,,,,,,0,1,3,1,2,1,1,,1,1,1,71,1014053
43461,71,252,2,,,,,,,,0,1,2,1,2,1,1,,1,1,1,71,1009641
43579,71,252,2,2,271,21,57,2,1,1,0,1,2,2,2,1,1,,1,1,1,71,1009851
43579,71,252,2,2,271,21,57,2,1,1,0,2,2,2,2,1,1,,1,1,1,71,1009852
43602,71,252,2,2,271,21,61,1,1,2,0,1,1,1,3,1,1,,1,1,1,71,1009853
43602,71,252,2,2,271,21,61,1,1,2,0,1,2,1,1,1,1,,1,1,1,71,1009854
43602,71,252,2,2,271,21,61,1,1,2,0,1,2,2,2,1,1,,1,1,1,71,1009855
43602,71,252,2,2,271,21,61,1,1,2,0,1,2,3,1,1,1,,1,1,1,71,1009856
43602,71,252,2,2,271,21,61,1,1,2,0,1,2,4,2,1,1,,1,1,1,71,1009857
43602,71,252,2,2,271,21,61,1,1,2,0,1,2,5,3,1,1,,1,1,1,71,1009858
43602,71,252,2,2,271,21,61,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,1009859
43602,71,252,2,2,271,21,61,1,1,2,0,1,3,2,1,1,1,,1,1,1,71,1009860
34458,71,252,2,1,271,33,33,1,1,2,0,1,2,3,1,1,1,,1,1,1,71,1009867
34458,71,252,2,1,271,33,33,1,1,2,0,1,2,4,2,1,1,,1,1,1,71,1009868
34458,71,252,2,1,271,33,33,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,1009869
34458,71,252,2,1,271,33,33,1,1,2,0,1,3,2,1,1,2,2,1,1,1,71,1009870
43579,71,252,2,2,271,21,57,2,1,1,0,1,3,1,1,1,1,,1,1,1,71,1009871
43579,71,252,2,2,271,21,57,2,1,1,0,2,1,1,2,1,2,2,1,1,1,71,1009872
43579,71,252,2,2,271,21,57,2,1,1,0,2,2,1,2,1,2,3,1,1,1,71,1009873
43579,71,252,2,2,271,21,57,2,1,1,0,2,3,1,7,1,1,,1,1,1,71,1009874
43907,71,252,2,2,271,24,64,1,2,1,0,1,1,1,2,1,2,2,1,1,1,71,1009875
43907,71,252,2,2,271,24,64,1,2,1,0,1,1,2,2,1,1,,1,1,1,71,1009876
43907,71,252,2,2,271,24,64,1,2,1,0,1,2,1,2,1,1,,1,1,1,71,1009877
43907,71,252,2,2,271,24,64,1,2,1,0,1,2,2,2,1,1,,1,1,1,71,1009878
43907,71,252,2,2,271,24,64,1,2,1,0,1,2,3,2,1,1,,1,1,1,71,1009879
43907,71,252,2,2,271,24,64,1,2,1,0,1,2,4,1,1,1,1,1,1,1,71,1009880
43907,71,252,2,2,271,24,64,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,1009881
43907,71,252,2,2,271,24,64,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,1009882
43847,71,252,2,2,271,21,59,1,2,1,0,1,1,1,1,1,1,,1,1,1,71,1009883
43847,71,252,2,2,271,21,59,1,2,1,0,1,1,2,2,1,1,,1,1,1,71,1009884
43847,71,252,2,2,271,21,59,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1009916
43847,71,252,2,2,271,21,59,1,2,1,0,1,2,2,1,1,2,2,1,1,1,71,1009917
43847,71,252,2,2,271,21,59,1,2,1,0,1,2,3,2,1,1,,1,1,1,71,1009918
43847,71,252,2,2,271,21,59,1,2,1,0,1,2,4,2,1,1,,1,1,1,71,1009919
43847,71,252,2,2,271,21,59,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,1009920
43847,71,252,2,2,271,21,59,1,2,1,0,1,3,2,1,1,1,,1,1,1,71,1009921
43584,71,252,2,2,271,21,57,5,1,2,0,1,2,4,2,1,1,,1,1,1,71,1009977
43584,71,252,2,2,271,21,57,5,1,2,0,1,2,3,2,1,1,,1,1,1,71,1009976
43487,71,252,2,2,271,21,21,1,1,1,0,1,1,1,3,1,1,,1,1,1,71,1009978
43487,71,252,2,2,271,21,21,1,1,1,0,1,2,1,1,1,1,,1,1,1,71,1009979
43487,71,252,2,2,271,21,21,1,1,1,0,1,2,2,2,1,1,,1,1,1,71,1009980
43487,71,252,2,2,271,21,21,1,1,1,0,1,2,3,1,1,1,,1,1,1,71,1009981
43487,71,252,2,2,271,21,21,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,1009982
43487,71,252,2,2,271,21,21,1,1,1,0,1,2,5,2,1,1,,1,1,1,71,1009983
43487,71,252,2,2,271,21,21,1,1,1,0,1,3,1,1,1,1,,1,1,1,71,1009984
43487,71,252,2,2,271,21,21,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,1009985
34321,71,252,2,1,275,4,4,3,1,1,0,1,2,2,1,1,1,,1,1,1,71,975206
43777,71,252,2,2,275,5,40,1,2,1,0,1,2,4,4,1,1,,1,1,1,71,975223
43833,71,252,2,2,271,21,57,1,2,2,0,1,3,2,2,1,1,,1,1,1,71,978350
43759,71,252,2,2,274,29,29,1,2,1,0,1,2,3,2,1,1,,1,1,1,71,971592
43664,71,252,2,2,272,25,66,8,1,2,0,1,2,2,1,1,1,,1,1,1,71,1010737
43664,71,252,2,2,272,25,66,8,1,2,0,1,1,2,1,1,1,,1,1,1,71,1010739
43664,71,252,2,2,272,25,66,8,1,2,0,1,1,1,1,1,1,,1,1,1,71,1010740
43914,71,252,2,2,272,25,66,4,2,2,0,1,2,1,2,1,1,,1,1,1,71,1012566
43914,71,252,2,2,272,25,66,4,2,2,0,1,2,2,3,1,1,,1,1,1,71,1012567
43914,71,252,2,2,272,25,66,4,2,2,0,1,2,3,2,1,1,,1,1,1,71,1012568
43914,71,252,2,2,272,25,66,4,2,2,0,1,2,4,2,1,1,,1,1,1,71,1012569
43914,71,252,2,2,272,25,66,4,2,2,0,1,3,1,1,1,1,,1,1,1,71,1012570
43914,71,252,2,2,272,25,66,4,2,2,0,1,3,2,2,1,1,,1,1,1,71,1012571
43752,71,252,2,2,272,25,25,3,2,2,0,1,1,1,1,1,1,,1,1,1,71,1012572
43752,71,252,2,2,272,25,25,3,2,2,0,1,1,2,1,1,1,,1,1,1,71,1012573
43752,71,252,2,2,272,25,25,3,2,2,0,1,2,1,2,1,1,,1,1,1,71,1012574
43752,71,252,2,2,272,25,25,3,2,2,0,1,2,2,1,1,1,,1,1,1,71,1012575
43672,71,252,2,2,272,25,67,2,1,2,0,1,1,1,5,1,1,,1,1,1,71,1012746
43672,71,252,2,2,272,25,67,2,1,2,0,1,1,2,4,1,1,,1,1,1,71,1012747
43672,71,252,2,2,272,25,67,2,1,2,0,1,2,1,1,1,1,,1,1,1,71,1012748
43672,71,252,2,2,272,25,67,2,1,2,0,1,2,2,4,1,1,,1,1,1,71,1012749
43672,71,252,2,2,272,25,67,2,1,2,0,1,2,3,3,1,1,,1,1,1,71,1012750
43672,71,252,2,2,272,25,67,2,1,2,0,1,2,4,3,1,1,,1,1,1,71,1012751
43672,71,252,2,2,272,25,67,2,1,2,0,1,3,1,2,2,1,,1,1,1,71,1012752
43672,71,252,2,2,272,25,67,2,1,2,0,1,3,2,2,1,1,,1,1,1,71,1012753
43494,71,252,2,2,272,25,25,1,1,1,0,1,1,1,2,1,1,,1,1,1,71,1012754
43494,71,252,2,2,272,25,25,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,1012755
43918,71,252,2,2,272,25,66,7,2,2,0,1,2,3,1,1,1,,1,1,1,71,1012947
43497,71,252,2,2,272,25,25,3,1,1,0,2,2,2,1,1,1,,1,1,1,71,1012936
43497,71,252,2,2,272,25,25,3,1,1,0,2,3,1,1,1,1,,1,1,1,71,1012937
43674,71,252,2,2,272,25,67,4,1,1,0,1,1,1,1,1,1,,1,1,1,71,1012938
43674,71,252,2,2,272,25,67,4,1,1,0,1,1,2,1,1,1,,1,1,1,71,1012939
43674,71,252,2,2,272,25,67,4,1,1,0,1,2,1,1,1,1,,1,1,1,71,1012940
43674,71,252,2,2,272,25,67,4,1,1,0,1,2,2,2,1,1,,1,1,1,71,1012941
43674,71,252,2,2,272,25,67,4,1,1,0,1,2,3,2,1,1,,1,1,1,71,1012942
43674,71,252,2,2,272,25,67,4,1,1,0,1,2,4,1,1,1,,1,1,1,71,1012943
43674,71,252,2,2,272,25,67,4,1,1,0,1,3,1,2,1,1,,1,1,1,71,1012944
43674,71,252,2,2,272,25,67,4,1,1,0,1,3,2,2,1,1,,1,1,1,71,1012945
43918,71,252,2,2,272,25,66,7,2,2,0,1,2,2,1,3,1,,1,1,1,71,1012946
43918,71,252,2,2,272,25,66,7,2,2,0,1,2,4,1,1,1,,1,1,1,71,1012948
43918,71,252,2,2,272,25,66,7,2,2,0,1,3,2,2,1,1,,1,1,1,71,1012949
43918,71,252,2,2,272,25,66,7,2,2,0,1,3,1,1,1,1,,1,1,1,71,1012950
43930,71,252,2,2,272,25,67,4,2,2,0,1,1,1,2,1,1,,1,1,1,71,1012951
43930,71,252,2,2,272,25,67,4,2,2,0,1,2,1,2,1,1,,1,1,1,71,1012952
43930,71,252,2,2,272,25,67,4,2,2,0,1,2,2,2,1,1,,1,1,1,71,1012953
43930,71,252,2,2,272,25,67,4,2,2,0,1,3,1,1,3,1,,1,1,1,71,1012954
43930,71,252,2,2,272,25,67,4,2,2,0,2,1,1,2,1,1,,1,1,1,71,1012955
34615,71,252,2,1,272,30,30,6,2,2,0,1,3,1,1,1,2,2,1,1,1,71,1012956
34615,71,252,2,1,272,30,30,6,2,2,0,2,1,1,4,1,1,,1,1,1,71,1012957
34615,71,252,2,1,272,30,30,6,2,2,0,2,2,1,2,1,2,2,1,1,1,71,1012958
34615,71,252,2,1,272,30,30,6,2,2,0,2,2,2,1,1,2,2,1,1,1,71,1012959
34615,71,252,2,1,272,30,30,6,2,2,0,2,3,1,1,1,1,,1,1,1,71,1012960
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1012961
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,2,2,1,2,2,1,1,1,71,1012962
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,1012963
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,4,4,1,1,,1,1,1,71,1012964
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,5,2,1,1,,1,1,1,71,1012965
43762,71,252,2,2,272,31,31,1,2,1,0,1,2,3,1,4,1,,1,1,1,71,1013558
43762,71,252,2,2,272,31,31,1,2,1,0,1,2,4,2,1,1,2,1,1,1,71,1013559
43762,71,252,2,2,272,31,31,1,2,1,0,1,3,1,2,1,1,,1,1,1,71,1013560
43502,71,252,2,2,274,27,27,1,1,2,0,2,1,2,1,1,1,,1,1,1,71,1019482
34501,71,252,2,1,275,7,7,1,2,2,0,2,2,1,1,4,2,2,1,1,1,71,1019500
34501,71,252,2,1,275,7,7,1,2,2,0,2,3,1,1,1,1,,1,1,1,71,1019628
34602,71,252,2,1,274,28,28,2,2,1,0,2,2,3,1,1,1,,1,1,1,71,1018957
34611,71,252,2,1,272,30,30,2,2,2,0,1,1,1,1,1,1,,1,1,1,71,1017874
34611,71,252,2,1,272,30,30,2,2,2,0,1,2,1,1,1,1,,1,1,1,71,1017875
34636,71,252,2,1,272,34,34,7,2,1,0,1,2,1,1,1,1,,1,1,1,71,1017999
34636,71,252,2,1,272,34,34,7,2,1,0,1,2,2,1,1,1,,1,1,1,71,1018000
34636,71,252,2,1,272,34,34,7,2,1,0,1,3,1,1,1,1,,1,1,1,71,1018001
34636,71,252,2,1,272,34,34,7,2,1,0,2,1,1,1,1,1,,1,1,1,71,1018002
34636,71,252,2,1,272,34,34,7,2,1,0,2,2,1,1,1,1,,1,1,1,71,1018003
34636,71,252,2,1,272,34,34,7,2,1,0,2,2,2,1,1,1,,1,1,1,71,1018004
34636,71,252,2,1,272,34,34,7,2,1,0,2,3,1,1,1,1,,1,1,1,71,1018005
34483,71,252,2,1,273,3,3,2,2,2,0,1,2,2,99,2,1,,1,1,1,71,1018235
43501,71,252,2,2,274,27,27,1,1,1,0,2,1,2,1,1,1,,1,1,1,71,1018841
34600,71,252,2,1,274,27,27,6,2,1,0,1,1,2,1,1,1,,1,1,1,71,1018878
43501,71,252,2,2,274,27,27,1,1,1,0,2,1,2,1,1,1,,1,1,1,71,1018840
43501,71,252,2,2,274,27,27,1,1,1,0,2,1,2,1,1,1,,1,1,1,71,1018842
43762,71,252,2,2,272,31,31,1,2,1,0,1,3,2,1,1,2,2,1,1,1,71,1013561
43946,71,252,2,2,272,31,75,1,2,2,0,1,2,4,2,1,2,2,1,1,1,71,1013562
34623,71,252,2,1,272,31,31,7,2,2,0,1,1,1,2,4,1,,1,1,1,71,1013563
34623,71,252,2,1,272,31,31,7,2,2,0,1,2,1,2,1,1,,1,1,1,71,1013564
34623,71,252,2,1,272,31,31,7,2,2,0,1,2,2,3,1,1,,1,1,1,71,1013565
34623,71,252,2,1,272,31,31,7,2,2,0,1,3,1,2,1,1,,1,1,1,71,1013566
34623,71,252,2,1,272,31,31,7,2,2,0,2,1,1,2,1,1,,1,1,1,71,1013567
43834,71,252,2,2,271,21,57,2,2,2,0,1,1,1,2,1,1,,1,1,1,71,978149
34613,71,252,2,1,272,30,30,4,2,2,0,1,2,1,1,1,1,,1,1,1,71,1013639
34613,71,252,2,1,272,30,30,4,2,2,0,1,1,1,1,1,1,,1,1,1,71,1013638
34613,71,252,2,1,272,30,30,4,2,2,0,1,2,2,1,1,1,,1,1,1,71,1013640
34613,71,252,2,1,272,30,30,4,2,2,0,1,3,1,1,1,1,,1,1,1,71,1013641
34613,71,252,2,1,272,30,30,4,2,2,0,2,1,1,1,1,1,,1,1,1,71,1013642
34613,71,252,2,1,272,30,30,4,2,2,0,2,2,1,1,1,1,,1,1,1,71,1013643
34613,71,252,2,1,272,30,30,4,2,2,0,2,2,2,1,1,1,,1,1,1,71,1013644
34613,71,252,2,1,272,30,30,4,2,2,0,2,3,1,1,1,1,,1,1,1,71,1013645
43943,71,252,2,2,272,30,74,2,2,1,0,1,1,1,1,1,1,,1,1,1,71,1013646
43943,71,252,2,2,272,30,74,2,2,1,0,1,1,2,1,1,1,,1,1,1,71,1013647
34621,71,252,2,1,272,31,31,5,2,2,0,1,1,1,5,1,1,,1,1,1,71,1013686
34621,71,252,2,1,272,31,31,5,2,2,0,1,2,1,2,1,1,,1,1,1,71,1013687
34621,71,252,2,1,272,31,31,5,2,2,0,1,2,2,2,1,1,,1,1,1,71,1013688
34621,71,252,2,1,272,31,31,5,2,2,0,1,3,1,1,2,1,,1,1,1,71,1013689
34621,71,252,2,1,272,31,31,5,2,2,0,2,1,1,1,2,1,,1,1,1,71,1013690
34621,71,252,2,1,272,31,31,5,2,2,0,2,2,1,2,2,1,,1,1,1,71,1013691
34621,71,252,2,1,272,31,31,5,2,2,0,2,2,2,1,2,1,,1,1,1,71,1013692
34621,71,252,2,1,272,31,31,5,2,2,0,2,3,1,2,1,1,,1,1,1,71,1013693
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,1,1,1,1,,1,1,1,71,1013694
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,2,1,1,1,,1,1,1,71,1013695
34622,71,252,2,1,272,31,31,6,2,1,0,1,1,1,3,2,1,,1,1,1,71,1013696
34622,71,252,2,1,272,31,31,6,2,1,0,1,2,1,2,1,1,,1,1,1,71,1013697
34622,71,252,2,1,272,31,31,6,2,1,0,1,2,2,4,2,1,,1,1,1,71,1013698
34622,71,252,2,1,272,31,31,6,2,1,0,1,3,1,2,1,1,,1,1,1,71,1013699
34622,71,252,2,1,272,31,31,6,2,1,0,2,1,1,4,2,1,,1,1,1,71,1013700
34622,71,252,2,1,272,31,31,6,2,1,0,2,2,1,1,1,1,,1,1,1,71,1013701
34622,71,252,2,1,272,31,31,6,2,1,0,2,2,2,2,2,1,,1,1,1,71,1013702
34622,71,252,2,1,272,31,31,6,2,1,0,2,3,1,2,1,1,,1,1,1,71,1013703
34612,71,252,2,1,272,30,30,3,2,1,0,2,1,1,1,1,1,,1,1,1,71,1013704
34612,71,252,2,1,272,30,30,3,2,1,0,2,2,1,1,1,1,,1,1,1,71,1013705
34612,71,252,2,1,272,30,30,3,2,1,0,2,2,2,1,1,1,,1,1,1,71,1013706
34612,71,252,2,1,272,30,30,3,2,1,0,2,3,1,1,1,1,,1,1,1,71,1013707
43942,71,252,2,2,272,30,74,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,1013708
43942,71,252,2,2,272,30,74,1,2,2,0,1,1,2,1,1,1,,1,1,1,71,1013709
43942,71,252,2,2,272,30,74,1,2,2,0,1,2,1,1,1,1,,1,1,1,71,1013710
43942,71,252,2,2,272,30,74,1,2,2,0,1,2,2,1,1,1,,1,1,1,71,1013711
43942,71,252,2,2,272,30,74,1,2,2,0,1,2,3,1,1,1,,1,1,1,71,1013712
43942,71,252,2,2,272,30,74,1,2,2,0,1,2,4,1,1,1,,1,1,1,71,1013713
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,3,2,4,1,,1,1,1,71,1013737
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,4,2,1,2,3,1,1,1,71,1013738
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,5,2,1,1,,1,1,1,71,1013739
34447,71,252,2,1,272,31,31,1,1,1,0,1,1,1,2,1,1,,1,1,1,71,1013718
34447,71,252,2,1,272,31,31,1,1,1,0,1,2,1,2,1,1,,1,1,1,71,1013719
34447,71,252,2,1,272,31,31,1,1,1,0,1,2,2,4,1,2,2,1,1,1,71,1013720
34447,71,252,2,1,272,31,31,1,1,1,0,1,2,3,1,1,1,,1,1,1,71,1013721
34447,71,252,2,1,272,31,31,1,1,1,0,1,2,4,3,1,1,1,1,1,1,71,1013722
34447,71,252,2,1,272,31,31,1,1,1,0,1,2,5,2,1,1,,1,1,1,71,1013723
43508,71,252,2,2,272,31,31,1,1,2,0,1,2,6,1,1,1,,1,1,1,71,1013740
43508,71,252,2,2,272,31,31,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,1013741
43508,71,252,2,2,272,31,31,1,1,2,0,1,3,2,1,1,2,2,1,1,1,71,1013742
43762,71,252,2,2,272,31,31,1,2,1,0,1,1,1,1,1,1,,1,1,1,71,1013743
43762,71,252,2,2,272,31,31,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,1013744
43762,71,252,2,2,272,31,31,1,2,1,0,1,2,1,1,1,1,,1,1,1,71,1013745
43762,71,252,2,2,272,31,31,1,2,1,0,1,2,2,1,1,2,3,1,1,1,71,1013746
34611,71,252,2,1,272,30,30,2,2,2,0,1,2,2,1,1,2,2,1,1,1,71,1013757
34611,71,252,2,1,272,30,30,2,2,2,0,1,3,1,1,1,2,2,1,1,1,71,1013758
34611,71,252,2,1,272,30,30,2,2,2,0,2,1,1,1,1,1,,1,1,1,71,1013759
34611,71,252,2,1,272,30,30,2,2,2,0,2,2,1,1,1,1,,1,1,1,71,1013760
34611,71,252,2,1,272,30,30,2,2,2,0,2,2,2,1,1,1,,1,1,1,71,1013761
34611,71,252,2,1,272,30,30,2,2,2,0,2,3,1,1,1,1,,1,1,1,71,1013762
34612,71,252,2,1,272,30,30,3,2,1,0,1,1,1,1,1,2,2,1,1,1,71,1013763
34612,71,252,2,1,272,30,30,3,2,1,0,1,2,1,1,1,1,,1,1,1,71,1013764
34612,71,252,2,1,272,30,30,3,2,1,0,1,2,2,1,1,1,,1,1,1,71,1013765
34612,71,252,2,1,272,30,30,3,2,1,0,1,3,1,1,1,1,,1,1,1,71,1013766
34452,71,252,2,1,272,31,31,6,1,2,0,1,2,2,1,1,1,,1,1,1,71,1013767
34452,71,252,2,1,272,31,31,6,1,2,0,1,3,1,1,1,2,2,1,1,1,71,1013768
34452,71,252,2,1,272,31,31,6,1,2,0,2,1,1,5,1,1,,1,1,1,71,1013769
34452,71,252,2,1,272,31,31,6,1,2,0,2,2,1,2,1,1,,1,1,1,71,1013770
34452,71,252,2,1,272,31,31,6,1,2,0,2,2,2,4,1,1,,1,1,1,71,1013771
34452,71,252,2,1,272,31,31,6,1,2,0,2,3,1,99,1,1,,1,1,1,71,1013772
43923,71,252,2,2,272,25,66,10,2,1,0,1,1,1,2,1,1,,1,1,1,71,1013773
43923,71,252,2,2,272,25,66,10,2,1,0,1,2,1,1,1,1,,1,1,1,71,1013774
43923,71,252,2,2,272,25,66,10,2,1,0,1,2,2,2,1,2,2,1,1,1,71,1013775
43923,71,252,2,2,272,25,66,10,2,1,0,1,3,1,2,1,1,,1,1,1,71,1013776
43722,71,252,2,2,276,10,10,1,2,1,0,1,2,1,2,1,1,,1,1,1,71,969595
34401,71,252,2,1,271,21,21,5,1,1,0,1,1,2,1,1,1,,1,1,1,71,977724
43685,71,252,2,2,272,30,73,1,1,1,0,2,1,1,1,1,1,,1,1,1,71,1013858
43685,71,252,2,2,272,30,73,1,1,1,0,2,2,1,1,1,1,,1,1,1,71,1013859
43685,71,252,2,2,272,30,73,1,1,1,0,2,2,2,1,1,1,,1,1,1,71,1013860
43685,71,252,2,2,272,30,73,1,1,1,0,2,3,1,1,1,1,,1,1,1,71,1013861
43688,71,252,2,2,272,30,74,2,1,1,0,1,1,1,1,1,2,2,1,1,1,71,1013862
43688,71,252,2,2,272,30,74,2,1,1,0,1,1,2,1,1,1,,1,1,1,71,1013863
43685,71,252,2,2,272,30,73,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,1013854
43685,71,252,2,2,272,30,73,1,1,1,0,1,2,1,1,1,1,,1,1,1,71,1013855
43685,71,252,2,2,272,30,73,1,1,1,0,1,2,2,2,1,1,,1,1,1,71,1013856
